action,object1,object2,effect
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Fyingpan_4', 'flat', 'Fixed', 'Metal']",None
pierce,"['Spatula_1', 'flat', 'Fixed', 'Wood']","['Mug_3', 'flat', 'Fixed', 'Wood']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Chopstick_5', 'point', 'Fixed', 'Wood']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Plastic']","['Pliers', 'flat', 'Revolute', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Tablefork_14', 'line', 'Fixed', 'Wood']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Fyingpan_4', 'flat', 'Fixed', 'Wood']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Bottle_8', 'flat', 'Fixed', 'Plastic']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Chopstick_2', 'point', 'Fixed', 'Wood']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Metal']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Breadknife_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['rod', 'flat', 'Fixed', 'Wood']","['Cuboid_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Tablefork_18', 'line', 'Fixed', 'Wood']","['Pliers', 'flat', 'Revolute', 'Metal']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Plastic']","['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['ChineseKnife_2', 'line', 'Fixed', 'Metal']","['Mug_3', 'flat', 'Fixed', 'Wood']",None
pierce,"['Cuboid', 'flat', 'Fixed', 'Foam']","['Cuboid_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['Tablefork_19', 'line', 'Fixed', 'Plastic']",None
pierce,"['Cuboid', 'flat', 'Fixed', 'Foam']","['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['Bottle_8', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_2', 'point', 'Fixed', 'Wood']","['Tablefork_13', 'point', 'Fixed', 'Metal']",None
pierce,"['Tablefork_14', 'line', 'Fixed', 'Wood']","['Fyingpan_3', 'flat', 'Fixed', 'Metal']",None
pierce,"['Tablefork_14', 'line', 'Fixed', 'Wood']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_18', 'line', 'Fixed', 'Wood']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['scissors', 'flat', 'Revolute', 'Metal']","['Prism', 'flat', 'Fixed', 'Foam']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Plastic']","['Meshspatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_13', 'point', 'Fixed', 'Metal']","['Chopstick_5', 'point', 'Fixed', 'Wood']",None
pierce,"['Meshspatula_1', 'line', 'Fixed', 'Plastic']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Tablefork_18', 'point', 'Fixed', 'Metal']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['Cube_2', 'flat', 'Fixed', 'Foam']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_13', 'point', 'Fixed', 'Metal']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_13', 'point', 'Fixed', 'Metal']","['Tablefork_14', 'line', 'Fixed', 'Wood']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Cuboid', 'flat', 'Fixed', 'Foam']",None
pierce,"['Tablefork_18', 'point', 'Fixed', 'Metal']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['rod', 'flat', 'Fixed', 'Wood']","['Tablefork_19', 'point', 'Fixed', 'Plastic']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Breadknife_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['ChineseKnife_2', 'line', 'Fixed', 'Metal']","['Cube_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Metal']","['Tablefork_14', 'point', 'Fixed', 'Metal']",None
pierce,"['Tablefork_14', 'line', 'Fixed', 'Wood']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['Pen_1', 'point', 'Fixed', 'Metal']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Fyingpan_4', 'flat', 'Fixed', 'Wood']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Kitchenknife_5', 'flat', 'Fixed', 'Wood']",None
pierce,"['Chopstick_1', 'point', 'Fixed', 'Wood']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Cuboid_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Spatula_1', 'flat', 'Fixed', 'Wood']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['Tablefork_14', 'point', 'Fixed', 'Metal']",None
pierce,"['Bowl_1', 'flat', 'Fixed', 'Plastic']","['Cuboid', 'flat', 'Fixed', 'Foam']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Fyingpan_4', 'flat', 'Fixed', 'Wood']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['ChineseKnife_2', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_14', 'line', 'Fixed', 'Wood']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['metal_bowl_small', 'flat', 'Fixed', 'Metal']",None
pierce,"['Cuboid', 'flat', 'Fixed', 'Foam']","['Kitchenknife_5', 'flat', 'Fixed', 'Wood']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['Chopstick_2', 'point', 'Fixed', 'Wood']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Meshspatula_1', 'line', 'Fixed', 'Plastic']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Plate_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Tablefork_13', 'line', 'Fixed', 'Metal']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Cuboid_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Pen_1', 'point', 'Fixed', 'Metal']","['Tablefork_14', 'point', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['Spatula_1', 'line', 'Fixed', 'Wood']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Metal']","['Cube_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Pliers', 'flat', 'Revolute', 'Metal']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Plastic']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Plate_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Breadknife_1', 'line', 'Fixed', 'Metal']","['Tablefork_13', 'point', 'Fixed', 'Metal']",None
pierce,"['ChineseKnife_2', 'flat', 'Fixed', 'Wood']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_14', 'line', 'Fixed', 'Wood']","['Prism', 'flat', 'Fixed', 'Foam']",None
pierce,"['Chopstick_5', 'point', 'Fixed', 'Wood']","['Chopstick_7', 'point', 'Fixed', 'Wood']",None
pierce,"['Pen_1', 'point', 'Fixed', 'Metal']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['scissors', 'flat', 'Revolute', 'Metal']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Spatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Pen_1', 'point', 'Fixed', 'Metal']",None
pierce,"['Chopstick_5', 'point', 'Fixed', 'Wood']","['Fyingpan_3', 'flat', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Metal']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Cube_2', 'flat', 'Fixed', 'Foam']","['Chopstick_2', 'point', 'Fixed', 'Wood']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Pen_1', 'point', 'Fixed', 'Metal']",None
pierce,"['rod', 'flat', 'Fixed', 'Wood']","['Pliers', 'point', 'Revolute', 'Metal']",None
pierce,"['Tablefork_18', 'point', 'Fixed', 'Metal']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Breadknife_1', 'line', 'Fixed', 'Metal']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Chopstick_5', 'point', 'Fixed', 'Wood']","['Tablefork_18', 'point', 'Fixed', 'Metal']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Mug_3', 'flat', 'Fixed', 'Wood']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Bottle_8', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Fyingpan_4', 'flat', 'Fixed', 'Wood']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Meshspatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Spatula_1', 'flat', 'Fixed', 'Wood']","['Breadknife_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bowl_1', 'flat', 'Fixed', 'Plastic']","['Pen_1', 'point', 'Fixed', 'Metal']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['Chopstick_2', 'point', 'Fixed', 'Wood']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['scissors', 'point', 'Revolute', 'Metal']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Pliers', 'flat', 'Revolute', 'Metal']",None
pierce,"['Chopstick_1', 'point', 'Fixed', 'Wood']","['ChineseKnife_2', 'line', 'Fixed', 'Metal']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Pen_1', 'point', 'Fixed', 'Metal']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Bottle_8', 'flat', 'Fixed', 'Plastic']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['Breadknife_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_18', 'line', 'Fixed', 'Wood']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Cuboid', 'flat', 'Fixed', 'Foam']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Bowl_1', 'flat', 'Fixed', 'Plastic']","['Spatula_1', 'line', 'Fixed', 'Wood']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['metal_bowl_small', 'flat', 'Fixed', 'Metal']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['metal_bowl_small', 'flat', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Breadknife_1', 'line', 'Fixed', 'Metal']","['Fyingpan_3', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bowl_1', 'flat', 'Fixed', 'Plastic']","['Plate_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Tablefork_13', 'point', 'Fixed', 'Metal']",None
pierce,"['Breadknife_1', 'flat', 'Fixed', 'Plastic']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['Pen_1', 'point', 'Fixed', 'Metal']","['Fyingpan_4', 'flat', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Kitchenknife_5', 'point', 'Fixed', 'Metal']","['Pen_1', 'point', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Breadknife_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Breadknife_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Bowl_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Cuboid', 'flat', 'Fixed', 'Foam']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['scissors', 'flat', 'Revolute', 'Metal']",None
pierce,"['Tablefork_18', 'point', 'Fixed', 'Metal']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Bottle_8', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Plate_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Spatula_1', 'line', 'Fixed', 'Wood']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Prism', 'flat', 'Fixed', 'Foam']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['scissors', 'flat', 'Revolute', 'Metal']","['Pliers', 'flat', 'Revolute', 'Metal']",None
pierce,"['Chopstick_7', 'point', 'Fixed', 'Wood']","['Fyingpan_3', 'flat', 'Fixed', 'Metal']",None
pierce,"['ChineseKnife_2', 'line', 'Fixed', 'Metal']","['Fyingpan_4', 'flat', 'Fixed', 'Metal']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['Prism', 'flat', 'Fixed', 'Foam']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Plastic']","['Cuboid', 'flat', 'Fixed', 'Foam']",None
pierce,"['Pliers', 'point', 'Revolute', 'Metal']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_13', 'point', 'Fixed', 'Metal']","['scissors', 'flat', 'Revolute', 'Metal']",None
pierce,"['Breadknife_1', 'flat', 'Fixed', 'Plastic']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Tablefork_13', 'point', 'Fixed', 'Metal']","['Chopstick_7', 'point', 'Fixed', 'Wood']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Cuboid', 'flat', 'Fixed', 'Foam']","['Tablefork_14', 'point', 'Fixed', 'Metal']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['Tablefork_19', 'point', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Tablefork_19', 'point', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_7', 'point', 'Fixed', 'Wood']","['Bottle_8', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Tablefork_18', 'point', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Metal']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['Prism', 'flat', 'Fixed', 'Foam']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Tablefork_19', 'point', 'Fixed', 'Plastic']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Fyingpan_3', 'flat', 'Fixed', 'Metal']",None
pierce,"['ChineseKnife_2', 'flat', 'Fixed', 'Wood']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Chopstick_2', 'point', 'Fixed', 'Wood']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['metal_bowl_small', 'flat', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Wood']","['Plate_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Meshspatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Tablefork_14', 'point', 'Fixed', 'Metal']",None
pierce,"['Spatula_1', 'line', 'Fixed', 'Wood']","['Meshspatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Pliers', 'point', 'Revolute', 'Metal']","['Fyingpan_4', 'flat', 'Fixed', 'Metal']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Chopstick_5', 'point', 'Fixed', 'Wood']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['metal_bowl_small', 'flat', 'Fixed', 'Metal']","['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['scissors', 'flat', 'Revolute', 'Metal']","['Mug_3', 'flat', 'Fixed', 'Wood']",None
pierce,"['Chopstick_7', 'point', 'Fixed', 'Wood']","['Tablefork_14', 'point', 'Fixed', 'Metal']",None
pierce,"['Chopstick_2', 'point', 'Fixed', 'Wood']","['Pen_1', 'point', 'Fixed', 'Metal']",None
pierce,"['Breadknife_1', 'flat', 'Fixed', 'Plastic']","['Breadknife_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['Tablefork_19', 'point', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_13', 'point', 'Fixed', 'Metal']","['Fyingpan_4', 'flat', 'Fixed', 'Wood']",None
pierce,"['Kitchenknife_5', 'point', 'Fixed', 'Metal']","['ChineseKnife_2', 'line', 'Fixed', 'Metal']",None
pierce,"['Pen_1', 'flat', 'Fixed', 'Plastic']","['Cube_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Chopstick_7', 'point', 'Fixed', 'Wood']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Chopstick_2', 'point', 'Fixed', 'Wood']","['Fyingpan_3', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Plastic']","['scissors', 'flat', 'Revolute', 'Metal']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['Spatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Pen_1', 'point', 'Fixed', 'Metal']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['metal_bowl_small', 'flat', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Metal']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Spatula_1', 'flat', 'Fixed', 'Wood']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Plastic']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Meshspatula_1', 'flat', 'Fixed', 'Wood']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Chopstick_2', 'point', 'Fixed', 'Wood']",None
pierce,"['Pen_1', 'flat', 'Fixed', 'Plastic']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Pen_1', 'flat', 'Fixed', 'Plastic']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Pliers', 'point', 'Revolute', 'Metal']","['Bottle_8', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['Tablefork_14', 'line', 'Fixed', 'Wood']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Pliers', 'point', 'Revolute', 'Metal']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Chopstick_7', 'point', 'Fixed', 'Wood']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Tablefork_18', 'line', 'Fixed', 'Wood']","['Meshspatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Pen_1', 'flat', 'Fixed', 'Plastic']","['Pen_1', 'point', 'Fixed', 'Metal']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['ChineseKnife_2', 'flat', 'Fixed', 'Wood']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Prism', 'flat', 'Fixed', 'Foam']",None
pierce,"['Breadknife_1', 'flat', 'Fixed', 'Plastic']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Spatula_1', 'flat', 'Fixed', 'Wood']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Plastic']","['Bowl_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Cube_2', 'flat', 'Fixed', 'Foam']","['Pliers', 'flat', 'Revolute', 'Metal']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Chopstick_5', 'point', 'Fixed', 'Wood']",None
pierce,"['Breadknife_1', 'flat', 'Fixed', 'Plastic']","['Plate_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Tablefork_19', 'point', 'Fixed', 'Plastic']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
